account_number,customer_cif,customer_branch_ifsc,account_category,account_type,account_status,account_opening_date,inoperative_status_date,credit_summation_period,debit_summation_period
65031477208111,269810971021,HDFC040020,Salary,Basic,Active,18-11-2024,,1324632.25,15577839.72
1510226784879301,200838741502,PUNB063988,NRO,Regular,Active,08-06-2022,,1442205.51,12238676.4
6341795175892538,200838741502,PUNB063988,NRE,Premium,Active,31-07-2019,,5305098.11,5034613.5
2414272680517,214609646232,IOBA062397,Savings,Basic,Active,08-11-2023,,743011.99,10107243.49
9375027214668,214609646232,IOBA062397,Current,BSBD,Active,10-10-2024,,219625.58,486959.59
46246113856478,536700871880,HDFC073962,Recurring Deposit,Basic,Active,24-07-2019,,2152302.67,12394787.65
85605412119240,536700871880,HDFC073962,Savings,Regular,Active,28-04-2024,,1177862.51,4873379.96
63525758889,321167073682,BKID078792,Savings,Premium,Active,25-04-2022,,4632743.18,3419919.58
1270728624402,321167073682,BKID078792,Salary,BSBD,Active,10-03-2023,,2630181.7,2672868.83
2639087228648,686473933099,CNRB098708,Salary,Premium,Active,13-12-2024,,3854979.3,10875437.29
52276144031448,686473933099,CNRB098708,Current,Premium,Active,31-08-2022,,3979667.87,11282516.48
5990507985167204,502154667634,PUNB026692,Current,Corporate,Active,27-01-2024,,9834642.41,765859.72
6889646630310367,502154667634,PUNB026692,Current,Regular,Active,08-03-2024,,9932147.4,13382656.39
107661384147,190333158105,CNRB044845,NRE,Premium,Active,20-12-2023,,4496233.8,4258640.44
93865455909823,496920059416,CNRB018729,Salary,BSBD,Active,02-02-2024,,7520291.58,7475645.44
87694635027,496920059416,CNRB018729,Recurring Deposit,Regular,Active,02-03-2020,,430363.96,11535554.2
3217243689073,632257134942,IOBA088161,Fixed Deposit,Regular,Active,02-09-2024,,7965188.78,4032589.42
33261673899,290501599767,SBIN012850,Savings,BSBD,Active,10-07-2023,,707101.99,15136358.42
37576677459,496253353335,BKID054791,Savings,Premium,Active,05-04-2024,,8325349.55,8406478.55
99203595638863,496253353335,BKID054791,Savings,BSBD,Frozen,01-01-2023,,0.0,0.0
976584688196,110854821678,ICIC030610,NRO,Regular,Closed,06-08-2024,,0.0,0.0
4731950109946154,481269731398,PUNB037838,Salary,Basic,Active,25-06-2019,,5492105.9,5729324.17
89951759440,378826407680,SBIN036252,Salary,Basic,Dormant,01-10-2020,14-04-2021,0.0,34062.12
55092971216,378826407680,SBIN036252,Salary,BSBD,Active,16-03-2022,,852152.04,2448282.13
51002555932,824073245972,BARB083757,Savings,Regular,Active,12-12-2021,,753795.4,11663442.93
547254476587,527816115607,ICIC045979,Current,Basic,Active,19-07-2024,,233681.5,8026295.89
38187408700,132575400034,SBIN033656,Current,Basic,Active,16-11-2024,,4401076.62,5103807.67
17600937859760,437027703563,IOBA054708,Salary,Premium,Active,01-06-2024,,636182.81,529516.86
9270169186574,379676564119,UTIB066670,Current,BSBD,Active,14-06-2024,,1408140.08,3183155.77
9762490088718,314403281119,BKID016295,Salary,Regular,Dormant,12-12-2023,23-01-2025,0.0,0.0
196281543334,692913841475,ICIC088829,Salary,Regular,Active,14-10-2024,,1276800.7,11454860.99
178256923112,692913841475,ICIC088829,Savings,Premium,Active,27-12-2024,,2628534.47,5373135.2
9182060847815017,917383721126,PUNB073108,Savings,Premium,Dormant,30-03-2019,19-01-2024,4071.96,7716.3
3627055992704036,917383721126,PUNB073108,Savings,BSBD,Active,29-11-2019,,1058006.08,1165339.74
353433971404,638873676798,CNRB047460,Savings,BSBD,Active,06-11-2024,,1972009.35,14253801.69
61923748956,638873676798,CNRB047460,Savings,Regular,Active,07-06-2024,,13648741.28,12702149.12
76583893267975,996524214885,KKBK069476,Savings,Regular,Active,16-04-2023,,1038645.37,752479.63
4079765790799,996524214885,KKBK069476,Savings,Premium,Active,08-01-2022,,1539001.52,1797329.02
8652126134138466,791176711624,PUNB056654,Recurring Deposit,Premium,Active,17-07-2023,,2269909.74,9352914.29
7254291841313833,791176711624,PUNB056654,Savings,Regular,Dormant,16-09-2022,24-02-2024,0.0,4215.92
43532893712,885018827652,SBIN076745,NRE,Premium,Active,05-10-2022,,210188.75,3175263.97
78014432971,885018827652,SBIN076745,NRE,Regular,Active,15-07-2021,,2494029.15,2762345.54
3924387948202,103417802796,KKBK052060,Savings,BSBD,Active,25-02-2023,,1648223.87,1473263.93
620361924369,103417802796,KKBK052060,Fixed Deposit,BSBD,Active,25-09-2024,,2162667.05,8889157.74
318262794786,527819464183,ICIC081894,Fixed Deposit,Corporate,Active,03-03-2021,,2395003.21,3274530.63
392322065344,527819464183,ICIC081894,Fixed Deposit,Corporate,Active,31-07-2023,,14198249.97,18572336.15
31198376185,375070543509,SBIN051290,Savings,BSBD,Active,07-12-2021,,9477523.44,9482271.66
90920773577,375070543509,SBIN051290,Current,Premium,Active,23-12-2018,,4147732.42,4201406.71
437599669799,922294414604,ICIC046156,Savings,Regular,Active,19-12-2021,,81377.4,1164525.72
224687036156,922294414604,ICIC046156,Current,BSBD,Active,14-09-2021,,1112678.67,3838190.3
12375781931791,251654103603,KKBK059550,Fixed Deposit,Corporate,Active,18-04-2023,,5268980.28,11181519.85
24333223397,710458889441,BKID058957,Savings,Premium,Active,23-09-2022,,774160.69,11789713.07
6799341380951,388523220228,KKBK050372,Savings,Regular,Dormant,04-10-2021,01-05-2024,3002.06,38512.94
67842532974,388523220228,KKBK050372,Salary,Premium,Active,07-07-2024,,652998.07,8825030.17
52371739418871,244051923035,HDFC024898,Savings,Basic,Active,31-12-2024,,931456.07,841545.49
31457371607768,244051923035,HDFC024898,Current,Premium,Active,09-08-2024,,6333993.23,7143045.1
44175056378253,904738421514,BARB017765,Savings,Basic,Active,07-11-2017,,1341976.62,2296568.86
26888645472442,904738421514,BARB017765,Salary,BSBD,Active,02-06-2020,,2666352.89,4468670.62
9172103593307,895116189085,UTIB015129,Savings,Regular,Active,28-12-2024,,2882893.45,3913389.07
9230411689597,895116189085,UTIB015129,Savings,Regular,Active,22-05-2023,,8224490.45,8199832.15
52378026906717,767230785028,IOBA034439,Current,Premium,Active,10-08-2024,,513141.12,11777295.68
43383309309540,862298088808,KKBK081647,Salary,Basic,Active,11-03-2022,,911685.52,3032601.38
45425651069,938826484941,SBIN089749,Fixed Deposit,Corporate,Frozen,26-07-2019,,0.0,0.0
83787276112,938826484941,SBIN089749,Current,Regular,Active,14-10-2019,,8975914.54,8501579.05
86232555046128,914484295356,HDFC098267,Savings,Basic,Active,02-04-2021,,1474710.54,3483113.64
7313492437198772,842962943807,PUNB020361,Savings,BSBD,Active,09-11-2022,,4279530.46,3673727.89
1651787572496188,842962943807,PUNB020361,Fixed Deposit,Basic,Active,03-10-2024,,1126896.24,2476818.54
96155045896440,808494089748,BARB073752,Current,Premium,Active,27-01-2023,,739834.97,5353224.35
54002571912,808494089748,BARB073752,Savings,BSBD,Active,12-05-2024,,9616596.03,9656507.58
651042730678,827274012468,KKBK020824,Savings,Basic,Active,04-11-2018,,5002334.23,5950062.7
78010326137175,827274012468,KKBK020824,Savings,Premium,Closed,21-11-2019,,0.0,0.0
884422273226,964676115412,IOBA080729,Recurring Deposit,BSBD,Active,01-08-2023,,1709681.87,2508531.44
875856455638,964676115412,IOBA080729,Salary,Premium,Dormant,15-10-2020,04-09-2023,20511.66,9926.77
87987808076,669140455114,BARB031370,Salary,Premium,Active,22-10-2024,,450171.09,4750129.74
783788752429,145274435473,IOBA051546,Fixed Deposit,Regular,Active,08-12-2022,,14609379.38,12958185.81
9259267752578,975007262416,UTIB015847,Current,BSBD,Active,05-02-2023,,1307481.68,1734581.33
9235138131956,975007262416,UTIB015847,Salary,Basic,Active,08-06-2023,,3887004.09,3713718.52
2435453052911110,746416872879,PUNB032992,Fixed Deposit,Regular,Active,15-09-2020,,1240340.63,13368737.69
97050843979120,523073267793,HDFC087910,Salary,Regular,Active,26-09-2021,,3324390.75,3598931.41
37529192283970,523073267793,HDFC087910,Salary,Premium,Active,03-03-2020,,4662412.92,4659810.72
9585079389582158,550471744756,PUNB093483,Savings,Premium,Active,02-07-2021,,3052284.19,3177964.43
92124843969222,732486723665,CNRB054458,Savings,Premium,Active,06-03-2024,,5189038.66,4823040.63
7586795735207,732486723665,CNRB054458,Savings,BSBD,Active,26-12-2023,,538876.08,785213.72
314112554187,863201356128,ICIC095745,Fixed Deposit,Basic,Active,26-09-2018,,236898.19,259427.34
9930739955424135,199432017130,PUNB034948,Salary,BSBD,Active,12-10-2023,,775277.36,180203.74
5278626173960802,199432017130,PUNB034948,Savings,Premium,Active,20-08-2023,,493768.63,567755.61
207131436150,322029589779,ICIC027967,Current,Regular,Dormant,11-01-2022,13-04-2023,17974.16,0.0
22673624638,771062429548,SBIN030405,Savings,Premium,Active,12-08-2023,,3267405.09,3030415.68
21518229797,771062429548,SBIN030405,Recurring Deposit,Regular,Active,15-01-2023,,3315460.38,2895578.34
638377549751,931629654732,CNRB073300,Savings,Basic,Active,07-07-2019,,6399490.88,7338016.01
65852523650,880377542450,KKBK093573,Savings,Premium,Active,10-07-2023,,945786.18,15936421.79
431128129704,418501351683,ICIC026522,Current,Corporate,Active,13-01-2021,,10087530.45,5925839.82
77415628202005,445858896204,BKID073122,Savings,Basic,Active,10-08-2020,,724684.25,1732947.56
6807839287503,784458343972,BKID069140,Recurring Deposit,BSBD,Dormant,14-10-2024,12-03-2025,0.0,220279.74
701984283821,188687690576,CNRB048900,Savings,Premium,Active,17-10-2019,,1610373.27,3665164.26
1872941211965,188687690576,CNRB048900,Recurring Deposit,Regular,Active,15-12-2023,,904946.26,7542342.55
16558338984,419517736670,BARB029433,Savings,BSBD,Active,08-09-2022,,3809369.68,3631570.44
8085796360564,419517736670,BARB029433,Recurring Deposit,BSBD,Active,13-05-2018,,832276.15,2208622.68
7883833947396324,363370737212,PUNB095197,Salary,Regular,Active,19-05-2019,,859299.75,7686538.97
9635318847345031,363370737212,PUNB095197,Savings,Basic,Active,19-08-2017,,490735.19,812461.86
770279707223,886847790695,IOBA033681,Salary,BSBD,Active,10-10-2021,,136723.28,9310378.52
20291249995940,886847790695,IOBA033681,Savings,Basic,Active,11-05-2024,,1497186.71,10734508.29
396013466670,103356707745,KKBK061512,Salary,Regular,Active,17-04-2024,,283118.56,1035695.81
262067594907,103356707745,KKBK061512,Savings,Premium,Active,09-08-2022,,8114843.88,7952581.75
13334039596,975642441925,BARB060409,Savings,BSBD,Active,23-02-2024,,1901984.55,1624508.58
31479411913192,975642441925,BARB060409,Savings,Premium,Active,31-05-2019,,416855.52,12450373.23
87862048232,244751728929,KKBK097266,Salary,Premium,Active,11-05-2023,,913286.03,2230643.03
736723065048,244751728929,KKBK097266,Recurring Deposit,Basic,Active,12-06-2020,,388566.98,4496712.8
82972521022376,460556269422,KKBK027653,Savings,BSBD,Active,21-07-2024,,969716.58,1554599.79
547477301212,295582076500,IOBA018680,Savings,Regular,Active,14-11-2024,,3765529.78,4612661.65
65755874855630,295582076500,IOBA018680,Savings,BSBD,Active,13-03-2024,,1314382.64,1243826.37
9115091308276,922803586713,BKID026138,Savings,Basic,Active,05-02-2021,,568583.63,3566984.17
7231558928411,922803586713,BKID026138,Savings,Basic,Active,12-07-2019,,1283606.35,1556631.12
2785511374865,299138574878,BKID013244,Salary,Basic,Active,19-10-2022,,1556017.79,9119750.53
8647015171079,299138574878,BKID013244,Current,Premium,Active,03-05-2023,,1821646.77,2622177.59
79723380505,757170697249,KKBK040972,Savings,Regular,Active,20-12-2023,,524509.65,6549571.02
30603779416465,678782909730,HDFC025281,Salary,Regular,Frozen,10-07-2022,,0.0,0.0
60557842107388,678782909730,HDFC025281,Fixed Deposit,BSBD,Active,07-05-2020,,244461.42,597356.47
5489696325925,470350580874,BKID034159,Current,Corporate,Active,14-02-2017,,545167.09,3864575.31
94758926322,111737300112,SBIN070454,Salary,Premium,Active,05-04-2024,,1209161.22,9949868.67
38826579600,872488583738,SBIN052884,Fixed Deposit,Basic,Active,03-04-2024,,1002171.27,11928725.37
77064115073,814302154055,SBIN074401,Salary,Premium,Active,16-01-2022,,2756683.54,12134303.14
863603360028,795857605419,BKID069654,Current,BSBD,Active,29-11-2019,,84567.99,677907.67
7336776508793,795857605419,BKID069654,Savings,BSBD,Active,25-07-2022,,2095711.69,7245084.45
81530471183277,761866493741,KKBK090801,Savings,Premium,Active,23-08-2020,,3866005.3,3279398.53
2841575879568,761866493741,KKBK090801,Savings,BSBD,Active,22-07-2018,,1957837.62,6054395.24
59957791977,659800683813,BKID069237,Current,Corporate,Active,21-08-2020,,5194637.26,9540967.08
4926274006794,659800683813,BKID069237,Fixed Deposit,Regular,Active,29-09-2020,,329658.92,15071842.22
42495246043298,993069250702,HDFC091685,Savings,Basic,Active,29-12-2024,,1114276.78,14002635.62
87227353644085,365556474560,BKID060062,Fixed Deposit,Regular,Active,22-11-2017,,557451.4,3884100.53
526038783921,192871147868,ICIC026143,Salary,Regular,Active,05-11-2024,,682856.96,13910032.93
105879235841,192871147868,ICIC026143,Fixed Deposit,Regular,Active,23-03-2023,,6290958.11,5950360.93
9187048979406,804944224247,UTIB085635,Savings,Regular,Active,10-08-2023,,199965.87,1295383.35
46234597478,590493559859,SBIN011253,Current,Premium,Active,18-11-2020,,1530549.62,7756824.94
68305521518,302422613798,CNRB072964,Savings,Regular,Active,02-04-2024,,499198.62,12563092.99
548083916975,302422613798,CNRB072964,Savings,BSBD,Active,25-12-2024,,133709.56,702839.23
99591678327612,568416233429,HDFC029119,Current,Corporate,Closed,14-06-2019,,0.0,0.0
22322917390491,568416233429,HDFC029119,Current,Corporate,Active,31-07-2021,,1133962.32,3507641.26
27137622388,931663259789,CNRB043842,Current,Corporate,Active,27-11-2020,,496131.68,11357881.78
2961344558263,931663259789,CNRB043842,Current,Corporate,Active,03-03-2016,,2177279.36,3687587.8
743071567601,206385319764,BARB076819,Recurring Deposit,Basic,Dormant,02-10-2021,21-10-2024,0.0,0.0
12612363540634,195852598897,IOBA099679,Savings,Premium,Active,29-09-2023,,2159880.75,4672768.91
19634177012,195852598897,IOBA099679,Salary,BSBD,Dormant,19-09-2019,09-06-2024,4939.18,3226.27
809900040007,777807704129,ICIC042463,Fixed Deposit,BSBD,Active,16-02-2018,,1331740.21,2271416.53
63067728739674,903380217095,HDFC032194,Savings,Regular,Active,03-08-2020,,3356965.12,8268301.15
6561880918336237,277306787253,PUNB085798,Savings,BSBD,Active,08-11-2023,,4416157.82,3879907.43
5441517379888246,277306787253,PUNB085798,Savings,Premium,Active,22-02-2024,,4949320.25,5545378.85
462420247149,892377287106,KKBK098413,Savings,Regular,Active,04-10-2021,,855272.04,1084576.76
97490326333,627264544124,IOBA076929,Savings,Basic,Active,14-12-2023,,501780.97,6029805.19
33532329722,627264544124,IOBA076929,Savings,BSBD,Active,03-08-2024,,51594.08,1837806.39
61553823523,720560011853,CNRB058724,Fixed Deposit,Regular,Active,28-08-2024,,14611867.24,2423541.6
266575895604,282498041017,CNRB054072,Savings,Premium,Active,11-07-2023,,1975128.64,1923037.63
18900877932,282498041017,CNRB054072,Savings,BSBD,Active,20-06-2023,,2332323.76,2381646.63
74984103230,815822403512,SBIN085184,Recurring Deposit,Regular,Active,14-08-2019,,1707371.67,2435682.97
259634057578,675392599601,BKID027361,Savings,Regular,Active,01-02-2022,,2511370.46,2665766.42
4713034911059,647899384715,KKBK066639,Salary,Premium,Active,23-11-2019,,12439495.56,12260327.39
4969448861287,647899384715,KKBK066639,Savings,Regular,Active,05-09-2019,,1256291.14,9980105.84
98349502536,555748626220,BARB048551,Fixed Deposit,BSBD,Active,06-07-2023,,3022013.24,2299841.58
9274822131906,840475723910,UTIB083589,Current,Regular,Active,15-06-2022,,1829266.01,13888279.12
9144392097824,840475723910,UTIB083589,Savings,BSBD,Active,24-03-2024,,453028.9,4199038.56
9007378369788,172634093209,BARB055584,Savings,Premium,Active,17-10-2023,,1674270.7,10843754.7
86509664887988,816116953888,IOBA086214,Savings,BSBD,Active,24-03-2024,,1776633.28,1504551.32
366108578643,816116953888,IOBA086214,Savings,Regular,Active,24-11-2024,,777502.17,1396360.57
357734287527,769894432864,IOBA036373,Savings,BSBD,Active,28-12-2022,,4599341.52,4457508.34
82463413396582,769894432864,IOBA036373,Current,BSBD,Active,24-01-2024,,6972492.23,8325891.03
8461750156972,198012964633,KKBK072864,Current,Premium,Active,14-07-2021,,1181290.94,1297414.23
4528412866741,198012964633,KKBK072864,Savings,Premium,Active,09-07-2021,,2464243.09,2276771.78
13562882770261,264519467724,HDFC067400,Salary,Regular,Active,17-05-2023,,2251228.19,2857551.98
9111477250467,268751023698,UTIB037464,Savings,BSBD,Active,06-10-2023,,51724.59,638994.17
9215894178256,268751023698,UTIB037464,Salary,Premium,Active,28-10-2023,,5942715.38,5597053.38
4414753802046,660813859876,BARB028704,Savings,BSBD,Active,25-07-2020,,14685408.57,14933048.55
1670243109574,660813859876,BARB028704,Recurring Deposit,BSBD,Active,18-07-2023,,268137.65,755967.74
59898532993049,123362413448,HDFC054592,Savings,Basic,Active,10-08-2018,,5606413.45,5710102.73
380698400367,826224129308,ICIC076700,Current,Regular,Active,29-12-2022,,1029849.93,22410664.8
924458381415,826224129308,ICIC076700,Recurring Deposit,BSBD,Active,05-08-2021,,350644.45,1426579.25
68129186860224,333052957077,KKBK055307,Current,Corporate,Active,16-05-2016,,9584818.53,18445033.4
388394737512,333052957077,KKBK055307,Fixed Deposit,Regular,Dormant,06-09-2022,02-11-2024,2307.39,0.0
62073312105,879364755348,BARB087502,Savings,Basic,Active,25-11-2016,,2901768.43,8613001.35
36137331335,118031234089,BARB028209,Current,Corporate,Active,28-06-2021,,12037684.29,17632683.29
4004391963510,294966136483,BKID042176,Salary,Basic,Active,26-05-2024,,2418461.92,2550551.04
1699196140345,294966136483,BKID042176,Salary,Regular,Active,10-05-2024,,957422.55,635754.64
9830448792708,778371842931,BKID094477,Savings,BSBD,Active,08-11-2021,,237734.3,608456.21
78226558561543,778371842931,BKID094477,Savings,Regular,Active,10-07-2017,,1669458.18,2165291.32
96430620758,759914453364,SBIN055257,Recurring Deposit,Premium,Active,23-09-2024,,7484997.79,6075422.14
8126928003168864,192120694168,PUNB078339,Fixed Deposit,Regular,Closed,16-06-2024,,0.0,0.0
5105026683272,563854141248,KKBK091720,Salary,BSBD,Active,11-07-2024,,6047122.27,5855012.41
87342300712452,563854141248,KKBK091720,Salary,Regular,Active,09-11-2024,,1411614.17,10399307.61
9384731386212,843464902818,CNRB017618,Savings,Premium,Active,12-06-2024,,664556.73,9349536.24
59908035280,843464902818,CNRB017618,Current,Regular,Active,10-06-2024,,962161.66,947337.85
77761983632,648866110121,BKID067081,Salary,Regular,Active,15-04-2020,,5244872.18,5225042.78
16542592282,207554312676,CNRB073786,Savings,Premium,Active,05-07-2022,,2563208.6,6433723.72
5203411591111,207554312676,CNRB073786,Current,Basic,Active,03-05-2023,,2593091.62,2930459.71
573838020725,170890988994,ICIC079564,Current,Premium,Active,19-04-2016,,3542232.36,3263878.25
422310011301,170890988994,ICIC079564,Savings,BSBD,Active,19-12-2024,,6142655.78,6795843.62
64616012278331,163135833567,HDFC023040,Savings,Premium,Active,24-03-2023,,2239883.63,13585156.69
30275721507530,764036263361,IOBA048223,Recurring Deposit,BSBD,Active,05-09-2023,,4829437.3,4693803.63
91581782892,289759805840,SBIN083349,Current,Regular,Active,13-06-2015,,397769.26,9797502.01
71281137397,289759805840,SBIN083349,Current,Regular,Active,25-09-2015,,4343106.32,4383410.67
8812969211535197,611018600521,PUNB099958,Fixed Deposit,Premium,Active,18-07-2024,,814865.32,7961341.22
9036810777854515,767449418234,PUNB078911,Savings,Regular,Active,27-11-2018,,3550155.32,3941973.96
8387746022166658,767449418234,PUNB078911,Current,Premium,Dormant,18-02-2019,09-12-2022,20795.23,193085.95
958680794202,605582252359,ICIC028179,Savings,Regular,Active,06-11-2021,,146701.01,623907.79
26595589307,153173484280,BARB024022,Savings,Regular,Closed,28-10-2024,,0.0,0.0
943095310185,135366446097,ICIC073262,Savings,BSBD,Active,04-07-2024,,2911906.12,2985719.41
1709686850605,563003361835,IOBA078255,Salary,Premium,Active,17-09-2024,,833025.43,920299.11
82536094717,563003361835,IOBA078255,Current,Basic,Active,13-10-2024,,974306.09,7252544.6
96687367690,379365975392,CNRB019562,Fixed Deposit,BSBD,Active,26-02-2022,,645683.26,2952662.7
624007022478,379365975392,CNRB019562,Salary,BSBD,Active,24-06-2022,,605757.9,14419645.75
50723310562249,623009355098,KKBK068756,Savings,Premium,Active,18-12-2024,,1031568.67,8304030.41
157370345504,623009355098,KKBK068756,Recurring Deposit,BSBD,Active,28-03-2024,,71285.58,5868842.74
24861810681305,896995359915,CNRB067538,Current,Basic,Active,04-03-2024,,4125427.42,4018703.37
97516239171,854011795021,KKBK016503,Savings,Regular,Active,12-12-2016,,4846696.85,4751478.61
5309794309806852,500783529522,PUNB015267,Current,Regular,Dormant,02-05-2024,07-12-2024,106881.8,4178.74
90468409286,941479956068,SBIN083089,Savings,Regular,Active,30-06-2022,,835658.77,9455076.29
2764465068928247,459845991020,PUNB091553,Salary,BSBD,Active,19-09-2023,,1477693.61,15036310.37
99957536191410,536602892940,HDFC083317,NRO,Premium,Active,07-06-2024,,1591114.55,358494.33
87159743125872,536602892940,HDFC083317,NRE,Regular,Active,18-12-2024,,376929.85,1624891.82
9237293877634,308106064703,UTIB016132,Savings,Regular,Active,10-04-2023,,7688977.01,8215531.08
9116476688844,308106064703,UTIB016132,Savings,Regular,Active,11-01-2022,,4331848.7,3987633.6
9253293597060,571555101150,UTIB069294,Fixed Deposit,Regular,Active,18-04-2023,,496874.36,1364455.43
9230222488474626,493355501600,PUNB029191,Savings,Premium,Active,06-03-2023,,4843561.17,5752581.97
8188122896452608,493355501600,PUNB029191,Current,Regular,Active,31-03-2022,,6136872.87,4756216.88
9067313985514,211844978263,KKBK087589,Fixed Deposit,Regular,Active,19-07-2023,,1162086.02,2034532.73
3437982281537,333002630175,IOBA079222,Current,Regular,Active,16-06-2015,,12341868.83,8252338.9
4318181172249495,911368576403,PUNB024149,Savings,Basic,Active,08-05-2020,,4056307.61,4044679.27
4476830172848,176849737890,KKBK074099,Current,BSBD,Active,26-12-2021,,1379186.48,14020397.57
39133653116,176849737890,KKBK074099,Savings,Regular,Active,18-08-2019,,2051414.77,2159386.97
2846264437857,311186835567,KKBK042438,Savings,BSBD,Active,14-04-2022,,3072780.18,3479707.69
825391867995,311186835567,KKBK042438,Savings,BSBD,Active,08-04-2018,,5658684.17,5226252.87
90171184808931,985823274311,BKID034566,Fixed Deposit,Corporate,Active,16-11-2024,,20185674.2,16311957.59
80643436313022,985823274311,BKID034566,Current,Regular,Dormant,21-11-2024,17-12-2024,0.0,4333040.04
165658505444,533814349876,BKID051771,Current,Premium,Active,15-10-2018,,2373747.44,14905654.03
7040963222230884,201243682638,PUNB055950,Savings,Regular,Active,07-06-2024,,1094718.59,12354915.43
7477920964590927,201243682638,PUNB055950,Salary,Regular,Active,15-02-2023,,6599424.99,6450282.9
9139510637193,309493777116,UTIB070987,Current,Regular,Active,11-08-2024,,5426485.94,6000065.34
98300887886698,914483988395,HDFC038489,Savings,Regular,Active,04-06-2022,,1207580.01,4396181.08
9110611088077,252338391155,UTIB075249,Current,Premium,Active,28-03-2024,,745106.97,1193448.55
9182665436421,252338391155,UTIB075249,Savings,Premium,Active,07-08-2023,,1300502.32,3165412.58
84026451710,533893182687,CNRB018031,Salary,Regular,Active,11-06-2022,,548597.89,2672968.96
9159631144920,140944232868,UTIB037422,Fixed Deposit,Basic,Active,21-09-2016,,790230.83,7340688.79
33302331016139,206965347322,CNRB069409,Fixed Deposit,Basic,Frozen,21-06-2023,,0.0,357157.2
78137760559600,674014097803,HDFC085435,Savings,Basic,Active,25-04-2024,,1348117.01,8086696.23
358157811367,876350169613,KKBK014883,Savings,Basic,Active,24-06-2017,,1189058.52,2321146.36
345004988422,876350169613,KKBK014883,Recurring Deposit,Basic,Active,17-07-2022,,1051262.69,5804724.92
45776149922,682185602529,SBIN066196,NRO,Regular,Active,04-08-2021,,1704103.75,1654795.64
33434174739,682185602529,SBIN066196,Savings,Premium,Active,13-09-2024,,4802555.2,5112761.58
67326028793244,445028003387,IOBA052652,Current,BSBD,Active,08-05-2023,,694298.43,2678999.52
6301383359463,243223622113,CNRB023625,Current,Regular,Active,23-12-2024,,1336523.8,9671434.9
577625117755,243223622113,CNRB023625,Savings,BSBD,Active,30-12-2024,,7592134.69,7444441.52
14181577129,835754767212,BKID028364,Fixed Deposit,Corporate,Active,09-09-2023,,4681248.14,5296368.56
9329844913226,101669632213,IOBA011035,Savings,Regular,Active,23-12-2022,,9585447.53,10366202.08
904689369798,101669632213,IOBA011035,Savings,Basic,Active,04-11-2022,,1201861.67,11725821.44
77113571719,706434206779,SBIN053686,Savings,Premium,Active,13-02-2020,,339008.88,1574320.23
30624349949,774939001350,BARB046473,Savings,Basic,Active,16-03-2024,,1535000.0,3399593.52
9152297612718,117980671454,UTIB088984,Salary,Premium,Active,08-05-2022,,7643535.29,8195807.96
50783341343665,732452825949,HDFC077333,Savings,Basic,Active,28-02-2023,,1107040.05,1894944.81
4169171491894709,345938794373,PUNB035365,Fixed Deposit,Premium,Active,29-10-2023,,420965.0,12523076.56
926831094065,567559707461,CNRB051770,Fixed Deposit,BSBD,Active,05-11-2022,,1923479.47,15916486.84
4242350541135,951340697794,KKBK039075,Salary,Regular,Active,21-06-2023,,5011911.0,3983359.92
29843446404,951340697794,KKBK039075,Savings,Premium,Active,24-10-2023,,150320.75,1463401.67
9266413679776,429111675684,UTIB058816,Savings,Premium,Active,04-06-2017,,608092.81,12579438.67
8626197748896,320996710877,BARB085525,Savings,Regular,Active,26-08-2024,,780078.62,9712307.72
87183481576,320996710877,BARB085525,Savings,Premium,Active,26-06-2024,,4881090.57,5743726.49
51619352155,536169539859,BKID040164,Fixed Deposit,BSBD,Active,21-07-2022,,87435.63,2272497.88
9186113471133,536169539859,BKID040164,Salary,Premium,Active,18-12-2021,,5272130.65,5290429.77
63913315426,416017691365,SBIN017766,Current,Premium,Active,17-06-2021,,5403960.34,6159939.89
82392707163,679007393544,IOBA040286,Salary,Basic,Active,16-12-2016,,15068060.73,18456901.1
70723562427532,959840880653,BARB095153,Savings,BSBD,Active,05-03-2019,,1771288.31,15712509.32
59852095421,490874927256,BARB097306,Savings,Basic,Active,06-01-2021,,2520675.23,8850964.78
567533474707,690808700609,KKBK058278,Fixed Deposit,BSBD,Active,16-08-2024,,1609209.47,9775886.83
92879278649878,690808700609,KKBK058278,Savings,Regular,Active,25-12-2024,,621798.31,6717712.59
9704633545776910,261002256538,PUNB028834,Fixed Deposit,Regular,Active,18-03-2024,,6237409.71,8580208.77
7838734296192920,261002256538,PUNB028834,Fixed Deposit,BSBD,Active,05-08-2023,,7023733.74,15773065.2
99484263537,244049912883,BKID049029,Salary,Regular,Active,18-07-2019,,5036102.7,6142535.51
509117279660,768546903102,ICIC059989,Salary,Premium,Active,08-05-2024,,897109.03,11447343.25
254263520073,768546903102,ICIC059989,Current,BSBD,Active,27-05-2023,,11422113.77,10632679.67
9182985864960,545638625988,UTIB041075,Salary,Premium,Dormant,27-06-2022,07-08-2023,0.0,86688.3
9249725568389,545638625988,UTIB041075,Salary,Premium,Active,29-01-2020,,4419612.62,5148358.05
612271665687,287017054471,IOBA039809,Current,Corporate,Active,11-10-2023,,3769982.26,13176300.75
9121851329224,250957618793,UTIB013069,Savings,Premium,Active,10-03-2023,,589620.1,1330684.07
6393602534402,247431880689,BKID052616,Savings,Premium,Active,22-05-2019,,557625.29,182469.0
18860360184,247431880689,BKID052616,Salary,Basic,Active,12-07-2016,,777436.95,8304332.87
