customer_cif,customer_name,customer_type,customer_entity_type,date_of_birth,father_spouse_name,nationality,citizenship,residency,tax_residency,pan,aadhaar,aadhaar_masked,identification_doc_no,mobile_number,email_id,address_individual,state,city,address_lat,address_lon,occupation_industry,annual_income,professional_experience_years,source_of_funds,_nri_country,customer_risk_score,pep_flag,hni_flag,minor_flag,non_face_to_face_flag,vkyc_flag,cif_creation_date,kyc_update_date,date_of_incorporation,place_of_incorporation,beneficial_owner_types,passive_nfe,address_registered_office,address_place_of_business,address_beneficial_owners,entity_identification_doc_no,cif_beneficial_owners,name_beneficial_owners
670465161822,Pradeep Mehta,Individual,Individual,07-12-1967,Harsh Reddy,Indian,Indian,Resident,India,NRMPZ2719B,739236626525,XXXX-XXXX-8813,AADHAAR-2097XXXX8453,8300589463,pradeep.mehta892@gmail.com,"155, Station Road, Saket, Delhi - 504953",Delhi,Saket,21.06152,82.256395,Consultant,2467415,26,Business Income,,Medium,N,N,N,Y,Y,11-11-2019,28-08-2021,,,,,,,,,,
561976298857,Pooja Sharma,Individual,Individual,09-06-1990,Aditya Bhat,Indian,Indian,Resident,India,NREPE5531S,518717250736,XXXX-XXXX-4449,AADHAAR-2845XXXX8643,6564227726,pooja.sharma219@hotmail.com,"127, Gandhi Nagar, Mumbai, Maharashtra - 181202",Maharashtra,Mumbai,19.085184,72.908021,Freelancer,432244,27,Pension,,Low,N,N,N,Y,N,04-07-2018,22-07-2019,,,,,,,,,,
712425021518,Sonal Deshmukh,Individual,Individual,01-07-1988,Deepak Yadav,Indian,Indian,Resident,India,CRWPP0335K,499646525802,XXXX-XXXX-0274,AADHAAR-9179XXXX1675,8238746625,sonal.deshmukh423@outlook.com,"40, NH Highway, Jodhpur, Rajasthan - 870073",Rajasthan,Jodhpur,21.103128,82.77004,Freelancer,114470,17,Agriculture Income,,Low,N,N,N,N,N,22-03-2020,05-06-2021,,,,,,,,,,
306473191991,Divya Mukherjee,Individual,Individual,08-03-1991,Akash Mukherjee,Indian,Indian,Resident,India,BDSPU8732V,294714408991,XXXX-XXXX-2810,AADHAAR-2133XXXX6559,6897128467,divya.mukherjee373@yahoo.co.in,"146, Nehru Place, Mysuru, Karnataka - 827756",Karnataka,Mysuru,20.689567,79.159958,Self-Employed - Retail,1024703,3,Pension,,Medium,N,N,N,Y,Y,07-03-2020,14-05-2024,,,,,,,,,,
567869712175,Ashish Malhotra,Individual,Individual,01-09-1997,Yash Kapoor,Indian,Indian,Resident,India,XQEPQ8105S,753563016793,XXXX-XXXX-9247,AADHAAR-8940XXXX4403,8658727814,ashish.malhotra261@yahoo.co.in,"271, Gandhi Nagar, Panipat, Haryana - 497798",Haryana,Panipat,15.600478,74.81867,Salaried - Banking,324330,32,Rental Income,,Low,N,N,N,N,N,13-12-2020,25-03-2024,,,,,,,,,,
442678721313,Sonal Sharma,Individual,Individual,18-11-1961,Naveen Singh,Indian,Indian,Resident,India,AQHPM1754K,308828620552,XXXX-XXXX-9783,AADHAAR-4993XXXX0932,9290774518,sonal.sharma211@outlook.com,"350, Station Road, Kolkata, West Bengal - 486378",West Bengal,Kolkata,22.610688,88.373451,Self-Employed - Retail,1193395,23,Pension,,Medium,N,N,N,Y,N,07-03-2021,04-10-2024,,,,,,,,,,
777574995198,Kavita Tiwari,Individual,Individual,24-01-1994,Arjun Shah,Indian,Indian,Resident,India,GAVPD9298G,337947803024,XXXX-XXXX-6512,AADHAAR-8652XXXX6592,9201470648,kavita.tiwari485@gmail.com,"132, NH Highway, Kozhikode, Kerala - 611079",Kerala,Kozhikode,25.093915,82.612974,Business Owner,1785099,4,Pension,,Medium,N,N,N,N,N,28-03-2024,20-05-2024,,,,,,,,,,
633971327241,Anjali Reddy,Individual,Individual,06-05-1961,Manoj Singh,Indian,Indian,Resident,India,QTZPE9597X,263971166899,XXXX-XXXX-3048,AADHAAR-2720XXXX5640,8776199447,anjali.reddy365@outlook.com,"498, Park Street, Mangaluru, Karnataka - 956887",Karnataka,Mangaluru,19.783165,81.468274,Student,6088239,6,Pension,,High,N,N,N,N,N,30-04-2024,13-09-2024,,,,,,,,,,
212529925289,Lata Mukherjee,Individual,Individual,28-02-1971,Deepak Kumar,Indian,Indian,Resident,India,EMYPL8651L,901935044364,XXXX-XXXX-6539,AADHAAR-3387XXXX1140,9380724536,lata.mukherjee960@yahoo.co.in,"412, NH Highway, Chennai, Tamil Nadu - 708722",Tamil Nadu,Chennai,13.035321,80.290278,Salaried - Government,173532,33,Investment Returns,,Low,N,N,N,Y,Y,29-03-2017,20-06-2022,,,,,,,,,,
326222842513,Kiran Malhotra,Individual,Individual,26-04-2002,Rahul Mishra,Indian,Indian,Resident,India,SORPP7654X,311904930441,XXXX-XXXX-5291,AADHAAR-2838XXXX0819,8189757515,kiran.malhotra647@gmail.com,"345, Nehru Place, Mangaluru, Karnataka - 690565",Karnataka,Mangaluru,24.525956,81.885855,Lawyer,467834,40,Rental Income,,Low,N,N,N,N,N,12-04-2017,14-10-2021,,,,,,,,,,
839238758052,Pioneer Exports,Non-Individual,Private Limited,,,Indian,,Resident,India,TDNBX7144Y,,,,6448614567,pioneer134@gmail.com,,Maharashtra,Nashik,18.319871,74.887252,Textiles,472070864,,Trading Profits,,Low,N,N,N,Y,N,25-12-2009,25-10-2018,27-01-1991,"Nashik, Maharashtra",Control through other means,N,"197 Corporate Park, Nashik, Maharashtra - 544485","Plot 82, Industrial Area, Nashik, Maharashtra","849, Residential Colony, Nashik, Maharashtra",U95747GA2023PTC684689,284944449821,Sunita Mehta
317155324885,Pradeep Kapoor,Individual,Individual,11-04-1960,Yash Pillai,Indian,Indian,Resident,India,ZLRPT1781O,202891619127,XXXX-XXXX-1416,AADHAAR-2759XXXX8876,6292096398,pradeep.kapoor575@rediffmail.com,"279, Ring Road, Hyderabad, Telangana - 105906",Telangana,Hyderabad,17.373315,78.492576,Self-Employed - Retail,552700,16,Salary,,Medium,N,N,N,N,N,01-03-2016,16-01-2021,,,,,,,,,,
428673862968,Vikram Gupta,Individual,Individual,27-03-1969,Amit Sen,Indian,Indian,Resident,India,XAPPV2152U,295773497337,XXXX-XXXX-6425,AADHAAR-6190XXXX0458,6939763249,vikram.gupta479@hotmail.com,"339, Station Road, Lucknow, Uttar Pradesh - 750410",Uttar Pradesh,Lucknow,26.810084,80.978794,Consultant,308582,31,Business Income,,Low,N,N,N,N,N,14-06-2022,12-06-2023,,,,,,,,,,
660953208900,Arjun Chauhan,Individual,Individual,28-03-1960,Sandeep Mehta,Indian,Indian,Resident,India,VQTPQ3635P,605256463807,XXXX-XXXX-8535,AADHAAR-4789XXXX2253,8960592589,arjun.chauhan283@outlook.com,"23, Gandhi Nagar, Bhubaneswar, Odisha - 440023",Odisha,Bhubaneswar,20.293124,85.77758,Doctor,226736,39,Investment Returns,,Low,N,N,N,Y,N,19-01-2015,05-02-2021,,,,,,,,,,
291309552036,Bharat Group,Non-Individual,Trust,,,Indian,,Resident,India,JEFFS1034C,,,,8176933621,bharat357@outlook.com,,Bihar,Patna,25.625265,85.1211,Import/Export,229531006,,Government Grant,,Low,N,N,N,N,N,29-09-2021,01-11-2021,24-01-2020,"Patna, Bihar",Control through other means,N,"99 Corporate Park, Patna, Bihar - 825011","Plot 55, Industrial Area, Patna, Bihar","113, Residential Colony, Patna, Bihar",U51482EU1993PTC218558,976830824687,Akash Das
633719871799,Pradeep Mishra,Individual,Individual,22-03-2006,Rahul Das,Indian,Indian,Resident,India,OBQPR4115G,290034648656,XXXX-XXXX-4054,AADHAAR-3828XXXX4321,8580215389,pradeep.mishra842@yahoo.co.in,"217, Park Street, Kota, Rajasthan - 965648",Rajasthan,Kota,18.47448,76.74401,Doctor,184687,0,Agriculture Income,,Low,N,N,N,N,Y,12-02-2017,26-07-2021,,,,,,,,,,
254015553709,Shweta Verma,Individual,Individual,01-04-1980,Amit Bose,Indian,Indian,Resident,India,DBTPZ0550I,616619582777,XXXX-XXXX-9614,AADHAAR-6040XXXX9016,8452197193,shweta.verma298@hotmail.com,"314, MG Road, Cuttack, Odisha - 314350",Odisha,Cuttack,24.399294,82.481506,Freelancer,464746,3,Investment Returns,,Low,N,N,N,N,N,05-06-2021,02-03-2022,,,,,,,,,,
181345027939,Jyoti Sen,Individual,Individual,07-08-1999,Manoj Nair,Indian,Indian,Resident,India,TPBPT8392A,262197063058,XXXX-XXXX-9880,AADHAAR-6850XXXX5544,6325700156,jyoti.sen624@hotmail.com,"477, MG Road, Mangaluru, Karnataka - 441477",Karnataka,Mangaluru,16.395576,79.104681,Self-Employed - Professional,2422100,35,Business Income,,Medium,N,N,N,N,N,29-09-2018,02-03-2023,,,,,,,,,,
220998868565,Ritu Joshi,Individual,Individual,30-06-1976,Suresh Pandey,Indian,Indian,Resident,India,AEXPC6260J,680580107873,XXXX-XXXX-2772,AADHAAR-2953XXXX0333,6826000629,ritu.joshi659@hotmail.com,"41, MG Road, Bhagalpur, Bihar - 318455",Bihar,Bhagalpur,16.592478,78.635399,Self-Employed - Retail,323955,22,Rental Income,,Low,N,N,N,Y,N,24-11-2023,12-10-2024,,,,,,,,,,
696525278420,Rahul Mehta,Individual,Individual,15-05-2005,Sachin Pandey,Indian,Indian,Resident,India,XRAPR5052J,256491952623,XXXX-XXXX-7094,AADHAAR-5926XXXX8929,9296256180,rahul.mehta213@hotmail.com,"74, Nehru Place, Bhopal, Madhya Pradesh - 960556",Madhya Pradesh,Bhopal,23.217433,77.4448,Lawyer,214672,25,Salary,,Low,N,N,N,Y,N,11-02-2020,16-03-2022,,,,,,,,,,
877058601686,Pooja Reddy,Individual,Individual,27-04-1970,Deepak Singh,Indian,Indian,Resident,India,PLTPN0539M,906376331279,XXXX-XXXX-1764,AADHAAR-9247XXXX4118,7560122845,pooja.reddy209@outlook.com,"62, Gandhi Nagar, Noida, Uttar Pradesh - 552524",Uttar Pradesh,Noida,22.379247,78.905576,Retired,2217928,23,Business Income,,Medium,N,N,N,Y,N,01-01-2023,24-10-2023,,,,,,,,,,
194091566628,Rajesh Agarwal,Individual,Individual,08-02-2000,Tushar Sen,Indian,Indian,Resident,India,XYRPS6136L,844267381706,XXXX-XXXX-3182,AADHAAR-4937XXXX7509,6700794004,rajesh.agarwal574@hotmail.com,"368, Station Road, Bengaluru, Karnataka - 801942",Karnataka,Bengaluru,13.007755,77.558081,Self-Employed - Professional,1513823,29,Investment Returns,,Medium,N,N,N,N,N,07-04-2020,16-10-2020,,,,,,,,,,
617596151496,Jyoti Das,Individual,Individual,03-01-1999,Akash Pillai,Indian,Indian,Resident,India,RJCPY3240M,421631546928,XXXX-XXXX-8365,AADHAAR-4262XXXX3443,6404017714,jyoti.das407@outlook.com,"181, Ring Road, Udaipur, Rajasthan - 916489",Rajasthan,Udaipur,17.042639,75.412052,Retired,478788,4,Investment Returns,,Low,N,N,N,N,N,22-01-2021,12-12-2022,,,,,,,,,,
101412056903,Pradeep Das,Individual,Individual,15-02-1976,Pradeep Kapoor,Indian,Indian,Resident,India,PASPD4027N,789957755442,XXXX-XXXX-8925,AADHAAR-5260XXXX2200,9345419638,pradeep.das127@outlook.com,"352, Station Road, Nizamabad, Telangana - 812613",Telangana,Nizamabad,21.721633,74.661118,Self-Employed - Professional,265739,22,Family Support,,Low,N,N,N,N,N,13-07-2019,18-06-2024,,,,,,,,,,
632993753578,Pooja Iyer,Individual,Individual,05-07-1996,Amit Bose,Indian,Indian,Resident,India,AJPPW5299R,841336370592,XXXX-XXXX-4059,AADHAAR-8999XXXX1821,9453717834,pooja.iyer764@hotmail.com,"483, NH Highway, Pune, Maharashtra - 612001",Maharashtra,Pune,18.546318,73.835679,Self-Employed - Professional,1989384,23,Salary,,Medium,N,N,N,N,N,03-07-2019,12-04-2022,,,,,,,,,,
675954682427,Bharat Imports,Non-Individual,Private Limited,,,Indian,,Resident,India,QVQAG7603G,,,,6801578689,bharat671@outlook.com,,Uttar Pradesh,Varanasi,20.256428,75.591619,Agriculture,54685239,,Donations,,Medium,N,N,N,Y,N,13-11-2020,22-01-2024,15-11-2017,"Varanasi, Uttar Pradesh",Senior Managing Official,Y,"36 Corporate Park, Varanasi, Uttar Pradesh - 339156","Plot 137, Industrial Area, Varanasi, Uttar Pradesh","208, Residential Colony, Varanasi, Uttar Pradesh",U42707BM2012PTC605516,640995007403,Divya Deshmukh
867959229683,Komal Kapoor,Individual,Individual,04-09-1993,Vivek Singh,Indian,Indian,Resident,India,GFOPN5464U,512668847656,XXXX-XXXX-8133,AADHAAR-5439XXXX6968,6761613832,komal.kapoor529@gmail.com,"112, Ring Road, Puri, Odisha - 618697",Odisha,Puri,16.790942,75.113077,Lawyer,1137890,19,Business Income,,Medium,N,N,N,Y,N,11-02-2023,23-09-2023,,,,,,,,,,
140067190057,Anil Reddy,Individual,Individual,17-01-1990,Rohan Kumar,Indian,Indian,Resident,India,FQZPZ2385H,720965609449,XXXX-XXXX-4464,AADHAAR-7418XXXX3838,8758424538,anil.reddy151@yahoo.co.in,"386, MG Road, Nashik, Maharashtra - 773874",Maharashtra,Nashik,23.789511,80.055069,Agriculture,1110166,25,Family Support,,Medium,N,N,N,N,N,10-08-2021,04-05-2022,,,,,,,,,,
974429624438,Swati Deshmukh,Individual,Individual,19-04-1976,Vikram Malhotra,Indian,Indian,Resident,India,TTIPW1718B,278290975391,XXXX-XXXX-4719,AADHAAR-5169XXXX3837,9284788991,swati.deshmukh754@outlook.com,"16, MG Road, Durgapur, West Bengal - 651827",West Bengal,Durgapur,20.749453,81.985966,Agriculture,105132,4,Investment Returns,,Low,N,N,N,N,N,04-04-2020,11-01-2025,,,,,,,,,,
864849262846,Sneha Pillai,Individual,Individual,09-06-1988,Naveen Chauhan,Indian,Indian,Resident,India,KZJPJ2415J,227740295809,XXXX-XXXX-7094,AADHAAR-2390XXXX7296,6731304108,sneha.pillai672@gmail.com,"217, Station Road, Nagpur, Maharashtra - 801598",Maharashtra,Nagpur,18.013829,79.38758,Consultant,140268,13,Salary,,Low,N,N,N,N,N,29-03-2016,19-01-2022,,,,,,,,,,
637103275115,Tanvi Mukherjee,Individual,Individual,20-11-1973,Nikhil Sharma,Indian,Indian,Resident,India,DTHPZ3813Q,686889373387,XXXX-XXXX-9104,AADHAAR-5629XXXX0037,6565856079,tanvi.mukherjee169@gmail.com,"235, MG Road, Jaipur, Rajasthan - 672896",Rajasthan,Jaipur,26.873713,75.766733,Lawyer,275311,21,Salary,,Low,N,N,N,N,N,12-07-2021,02-04-2024,,,,,,,,,,
564120391551,Rekha Gupta,Individual,Individual,04-07-1990,Yash Rao,Indian,Indian,Resident,India,IMNPR0813F,720830452529,XXXX-XXXX-2433,AADHAAR-2486XXXX7582,9085363377,rekha.gupta514@yahoo.co.in,"447, Park Street, Saket, Delhi - 206115",Delhi,Saket,18.364966,80.391668,Salaried - IT,1599394,17,Family Support,,Medium,N,N,N,N,N,25-06-2017,22-07-2018,,,,,,,,,,
175766044458,Aditya Kumar,Individual,Individual,12-06-1983,Pradeep Sen,Indian,Indian,Resident,India,JGGPT9635K,905949840416,XXXX-XXXX-7217,AADHAAR-5387XXXX9717,9983017200,aditya.kumar398@gmail.com,"288, Station Road, Bengaluru, Karnataka - 954631",Karnataka,Bengaluru,12.959794,77.624679,Doctor,320505,5,Pension,,Low,N,N,N,N,N,03-03-2020,28-11-2022,,,,,,,,,,
880773853128,Mohit Gupta,Individual,Individual,03-04-1962,Akash Deshmukh,Indian,Indian,Resident,India,HWYPI6769G,735968978993,XXXX-XXXX-4861,AADHAAR-3436XXXX1136,7159061192,mohit.gupta658@hotmail.com,"5, Ring Road, Kolkata, West Bengal - 362924",West Bengal,Kolkata,22.527115,88.382067,Freelancer,356030,25,Business Income,,Low,N,N,N,Y,N,08-08-2023,16-09-2023,,,,,,,,,,
878789684278,Pooja Deshmukh,Individual,Individual,15-03-1994,Naveen Deshmukh,Indian,Indian,Resident,India,PKXPT5358W,640126816590,XXXX-XXXX-7821,AADHAAR-2243XXXX9458,9990158268,pooja.deshmukh773@outlook.com,"246, Station Road, Muzaffarpur, Bihar - 458742",Bihar,Muzaffarpur,16.265573,82.336374,Freelancer,383269,11,Business Income,,Low,N,N,N,N,Y,08-11-2019,16-02-2023,,,,,,,,,,
341603498757,Bhavna Singh,Individual,Individual,07-01-1996,Aditya Mukherjee,Indian,Indian,Resident,India,ULSPO1575N,781694715768,XXXX-XXXX-2270,AADHAAR-4639XXXX5923,8422107309,bhavna.singh187@outlook.com,"486, MG Road, Rohini, Delhi - 349589",Delhi,Rohini,17.701375,74.7985,Salaried - IT,292429,37,Business Income,,Low,N,N,N,Y,N,19-09-2017,28-10-2020,,,,,,,,,,
667633641240,Global Industries,Non-Individual,Sole Proprietorship,,,Indian,,Resident,India,HMJBN7855U,,,,7869375854,global461@rediffmail.com,,Maharashtra,Nashik,15.625132,79.674919,Trading,431018594,,Donations,,Low,N,N,N,N,N,11-08-2020,16-06-2022,17-03-2011,"Nashik, Maharashtra",Control through other means,N,"8 Corporate Park, Nashik, Maharashtra - 240130","Plot 235, Industrial Area, Nashik, Maharashtra","496, Residential Colony, Nashik, Maharashtra",U52458YE2018PTC840543,682892805921,Shweta Shah
978754276183,Sunita Rao,Individual,Individual,11-11-1984,Gaurav Mishra,Indian,Indian,Resident,India,ZTJPY0275D,667713492801,XXXX-XXXX-3668,AADHAAR-9548XXXX9403,6871340287,sunita.rao708@yahoo.co.in,"492, Gandhi Nagar, New Delhi, Delhi - 377271",Delhi,New Delhi,28.633602,77.210639,Doctor,225172,15,Rental Income,,Low,N,N,N,Y,N,29-01-2024,10-07-2024,,,,,,,,,,
966787265482,Mohit Gupta,Individual,Individual,26-04-1966,Anil Pandey,Indian,Indian,Resident,India,XYZPR0575G,917082491374,XXXX-XXXX-4480,AADHAAR-6379XXXX9508,9359470542,mohit.gupta649@rediffmail.com,"375, NH Highway, Puri, Odisha - 197162",Odisha,Puri,22.861703,81.28557,Self-Employed - Retail,1198082,12,Salary,,High,N,N,N,Y,N,29-09-2016,10-11-2019,,,,,,,,,,
942509013108,Mohit Bose,Individual,Individual,19-11-1998,Naveen Tiwari,Indian,Indian,Resident,India,KEPPH5376I,322021753292,XXXX-XXXX-3735,AADHAAR-5530XXXX8829,8562207659,mohit.bose143@hotmail.com,"63, Gandhi Nagar, Ahmedabad, Gujarat - 498758",Gujarat,Ahmedabad,23.058814,72.522464,Consultant,429672,26,Salary,,Low,N,N,N,N,Y,16-04-2021,08-11-2021,,,,,,,,,,
573954954668,Bhavna Verma,Individual,Individual,06-10-2002,Pranav Pandey,Indian,Indian,Resident,India,RFTPA1629X,652807583792,XXXX-XXXX-1327,AADHAAR-5284XXXX5506,8422816229,bhavna.verma408@yahoo.co.in,"482, Gandhi Nagar, Bhubaneswar, Odisha - 745216",Odisha,Bhubaneswar,20.279333,85.854629,Consultant,823878,29,Rental Income,,Medium,N,N,N,N,N,27-08-2020,07-02-2024,,,,,,,,,,
270414452522,Aditi Das,Individual,Individual,08-11-1987,Sanjay Malhotra,Indian,Indian,Resident,India,MUAPY2860M,638956422268,XXXX-XXXX-9974,AADHAAR-8243XXXX4636,7081092097,aditi.das793@hotmail.com,"395, Park Street, Madurai, Tamil Nadu - 437426",Tamil Nadu,Madurai,20.582501,74.241666,Doctor,113090,28,Investment Returns,,Low,N,N,N,N,N,16-01-2019,20-06-2021,,,,,,,,,,
965244894760,Nisha Das,Individual,Individual,11-05-1981,Nikhil Patel,Indian,Indian,Resident,India,WRCPU4932Y,989866663122,XXXX-XXXX-3130,AADHAAR-6839XXXX3075,6911525917,nisha.das857@yahoo.co.in,"75, Station Road, Rourkela, Odisha - 864528",Odisha,Rourkela,19.536107,75.542931,Lawyer,127438,15,Pension,,Low,N,N,N,Y,N,13-05-2019,07-09-2019,,,,,,,,,,
641356694009,Asha Rao,Individual,Individual,28-07-1983,Arjun Pandey,Indian,Indian,Resident,India,SLYPM0639Y,259011253258,XXXX-XXXX-6903,AADHAAR-8302XXXX7310,8000458107,asha.rao471@yahoo.co.in,"398, Station Road, Nagpur, Maharashtra - 144173",Maharashtra,Nagpur,23.187839,75.326516,Agriculture,1237199,19,Business Income,,Medium,N,N,N,Y,Y,20-10-2019,14-12-2023,,,,,,,,,,
830331641268,Sandeep Malhotra,Individual,Individual,17-01-1993,Suresh Chauhan,Indian,Indian,Resident,India,CKIPZ2810U,972561353828,XXXX-XXXX-7158,AADHAAR-8338XXXX2023,9921118807,sandeep.malhotra880@yahoo.co.in,"159, Station Road, Gwalior, Madhya Pradesh - 367541",Madhya Pradesh,Gwalior,21.326161,73.054904,Lawyer,422025,24,Rental Income,,Low,N,N,N,N,Y,25-05-2021,14-05-2022,,,,,,,,,,
759547820188,Mamta Mishra,Individual,Individual,25-01-1997,Mohit Bose,Indian,Indian,Resident,India,WTZPC7435I,704633322890,XXXX-XXXX-2775,AADHAAR-9968XXXX8598,6693173592,mamta.mishra413@gmail.com,"472, Park Street, Surat, Gujarat - 216743",Gujarat,Surat,24.186417,80.077433,Consultant,1721428,15,Rental Income,,Medium,N,N,N,N,Y,16-08-2020,10-10-2020,,,,,,,,,,
292227619522,Sandeep Agarwal,Individual,Individual,03-08-2006,Arjun Sen,Indian,Indian,Resident,India,HDBPD9230Y,227468203606,XXXX-XXXX-9383,AADHAAR-5182XXXX1874,6672692332,sandeep.agarwal381@rediffmail.com,"31, Station Road, Coimbatore, Tamil Nadu - 500729",Tamil Nadu,Coimbatore,15.871888,75.932427,Freelancer,435109,39,Business Income,,Low,N,N,N,N,N,24-07-2022,09-08-2024,,,,,,,,,,
220301415905,Vandana Bhat,Individual,Individual,19-06-2010,Gaurav Sharma,Indian,Indian,Resident,India,CTZPI8124H,968920648842,XXXX-XXXX-8441,AADHAAR-8870XXXX7234,7783896560,vandana.bhat731@gmail.com,"200, Ring Road, Vadodara, Gujarat - 461951",Gujarat,Vadodara,18.313925,75.417169,Business Owner,499691,0,Rental Income,,Low,N,N,Y,Y,N,04-12-2016,22-03-2021,,,,,,,,,,
726858788248,Gaurav Chatterjee,Individual,Individual,04-01-1980,Nikhil Pillai,Indian,Indian,Resident,India,YBQPA9431Y,890473975266,XXXX-XXXX-3291,AADHAAR-2898XXXX5369,7044661155,gaurav.chatterjee946@gmail.com,"129, Nehru Place, Coimbatore, Tamil Nadu - 301369",Tamil Nadu,Coimbatore,18.755665,74.029484,Consultant,196969,17,Rental Income,,Low,N,N,N,N,Y,20-04-2018,19-11-2019,,,,,,,,,,
120221060463,Aditya Kapoor,Individual,Individual,23-11-1971,Rohan Bhat,Indian,Indian,Resident,India,GMVPQ3263Y,262068805465,XXXX-XXXX-6193,AADHAAR-3640XXXX7292,6666234710,aditya.kapoor145@hotmail.com,"63, Station Road, Salem, Tamil Nadu - 310566",Tamil Nadu,Salem,18.697119,74.23151,Salaried - IT,133038,38,Investment Returns,,Low,N,N,N,Y,N,08-08-2017,24-12-2022,,,,,,,,,,
945773060816,Vivek Kumar,Individual,Individual,18-06-1964,Harsh Mehta,Indian,Indian,Resident,India,IRIPM4657Q,337783626632,XXXX-XXXX-0702,AADHAAR-9438XXXX3795,9632725575,vivek.kumar237@gmail.com,"333, Ring Road, Bhagalpur, Bihar - 283510",Bihar,Bhagalpur,20.218829,81.55123,Student,444131,26,Agriculture Income,,Low,N,N,N,Y,N,18-11-2020,21-06-2023,,,,,,,,,,
165332010149,Pradeep Mishra,Individual,Individual,07-10-1998,Deepak Mehta,Indian,Indian,Resident,India,AAZPP3695D,938336682362,XXXX-XXXX-0341,AADHAAR-7811XXXX1751,7251391803,pradeep.mishra766@outlook.com,"151, Gandhi Nagar, Udaipur, Rajasthan - 312012",Rajasthan,Udaipur,19.411226,81.546737,Retired,3143559,4,Business Income,,High,N,N,N,N,N,05-11-2023,14-04-2024,,,,,,,,,,
695996693907,Suresh Yadav,Individual,Individual,25-03-2015,Ravi Patel,Indian,Indian,Resident,India,TUPPD8768M,616094231667,XXXX-XXXX-5417,AADHAAR-2499XXXX1701,6382643462,suresh.yadav860@hotmail.com,"239, Station Road, Siliguri, West Bengal - 329373",West Bengal,Siliguri,17.367355,78.358754,Salaried - IT,4575722,0,Salary,,High,N,N,Y,N,N,28-06-2023,18-08-2024,,,,,,,,,,
124058958123,Neha Deshmukh,Individual,Individual,18-09-1998,Anil Das,Indian,Indian,Resident,India,OTPPQ4052A,281775794516,XXXX-XXXX-1088,AADHAAR-6882XXXX1634,6090056783,neha.deshmukh848@gmail.com,"130, MG Road, Noida, Uttar Pradesh - 290763",Uttar Pradesh,Noida,17.005975,73.876763,Salaried - Government,16455461,32,Investment Returns,,High,N,Y,N,N,Y,07-05-2018,18-07-2018,,,,,,,,,,
234090435241,Sandeep Sharma,Individual,Individual,06-06-2002,Aditya Verma,Indian,Indian,Resident,India,EUAPV9306Q,497474588505,XXXX-XXXX-7824,AADHAAR-3438XXXX2600,7446268374,sandeep.sharma390@yahoo.co.in,"44, NH Highway, Nashik, Maharashtra - 365968",Maharashtra,Nashik,22.988013,78.641451,Self-Employed - Professional,4309120,25,Agriculture Income,,High,N,N,N,N,N,22-05-2020,14-08-2020,,,,,,,,,,
118112874655,Aditya Sen,Individual,Individual,22-04-2002,Varun Sen,Indian,Indian,Resident,India,RBUPU1060D,514253142584,XXXX-XXXX-7406,AADHAAR-7923XXXX3300,6895798851,aditya.sen496@rediffmail.com,"158, Gandhi Nagar, Durgapur, West Bengal - 389830",West Bengal,Durgapur,16.732408,76.045823,Self-Employed - Retail,128454,5,Rental Income,,Low,N,N,N,Y,Y,24-02-2020,05-07-2022,,,,,,,,,,
752190323709,Tushar Bose,Individual,Individual,12-03-1971,Arjun Mehta,Indian,Indian,Resident,India,XTXPY8318K,622163912289,XXXX-XXXX-9648,AADHAAR-4242XXXX0098,6364983114,tushar.bose997@yahoo.co.in,"257, Gandhi Nagar, New Delhi, Delhi - 945491",Delhi,New Delhi,28.608127,77.172125,Consultant,1611946,18,Business Income,,Medium,N,N,N,N,N,01-10-2017,03-02-2018,,,,,,,,,,
975591950663,Gaurav Chatterjee,Individual,Individual,01-05-1993,Ankit Mishra,Indian,Indian,Resident,India,EAQPP4202Y,674677713113,XXXX-XXXX-9097,AADHAAR-3918XXXX5405,8547708131,gaurav.chatterjee725@rediffmail.com,"63, NH Highway, Ludhiana, Punjab - 660886",Punjab,Ludhiana,16.196882,78.437111,Consultant,159736,14,Salary,,Low,N,N,N,Y,N,17-03-2024,04-06-2024,,,,,,,,,,
454487505812,Arjun Bhat,Individual,Individual,21-12-1977,Deepak Sharma,Indian,Indian,Resident,India,ZQEPZ2148T,715777732053,XXXX-XXXX-1695,AADHAAR-8333XXXX8677,9060307725,arjun.bhat13@hotmail.com,"372, NH Highway, Siliguri, West Bengal - 231225",West Bengal,Siliguri,16.634639,73.86981,Doctor,1027958,25,Agriculture Income,,Medium,N,N,N,Y,N,11-01-2020,26-01-2021,,,,,,,,,,
245011679626,Pranav Yadav,Individual,Individual,21-04-1995,Rahul Sen,Indian,Indian,Resident,India,PFCPO1714N,619150579842,XXXX-XXXX-2982,AADHAAR-9342XXXX3667,9720032999,pranav.yadav991@hotmail.com,"364, Gandhi Nagar, Bhagalpur, Bihar - 949192",Bihar,Bhagalpur,23.424259,76.217509,Salaried - IT,195362,0,Investment Returns,,Low,N,N,N,N,N,26-03-2019,30-09-2021,,,,,,,,,,
