wallet_id,customer_cif,wallet_kyc_category,wallet_status,wallet_opening_date,escrow_account_linked,per_txn_limit,daily_txn_limit,monthly_txn_limit,annual_txn_limit,max_balance_limit,linked_bank_account
WLT062244139476,172260486129,Full KYC,Active,26-01-2024,ESC7913131778396,200000,200000,200000,2400000,200000,7341007561132
WLT768613138796,523905329395,Full KYC,Active,24-09-2023,ESC4733406126443,200000,200000,200000,2400000,200000,6534182063692353
WLT669637408434,550471744756,Full KYC,Active,28-12-2019,ESC5685304531945,200000,200000,200000,2400000,200000,9585079389582158
WLT508709290845,831387557852,Full KYC,Active,06-01-2023,ESC7663568241791,200000,200000,200000,2400000,200000,4992698155358471
WLT102327448063,188105884132,Minimum KYC,Active,15-01-2017,ESC6963975768688,10000,10000,10000,120000,10000,9135835395816
WLT763151727713,437730005586,Full KYC,Active,19-02-2021,ESC9618245593322,200000,200000,200000,2400000,200000,9259195253904
WLT249909414239,484932343890,Full KYC,Active,04-06-2022,ESC4988184970114,200000,200000,200000,2400000,200000,9259180980970
WLT113699194639,830331641268,Minimum KYC,Active,22-10-2024,ESC3543191261275,10000,10000,10000,120000,10000,10485915060
WLT618934896760,824073245972,Full KYC,Active,14-08-2021,ESC2383419527578,200000,200000,200000,2400000,200000,51002555932
WLT451276730279,429492681349,Full KYC,Active,21-08-2024,ESC8820758191982,200000,200000,200000,2400000,200000,869990309840
WLT392640794022,885433319381,Full KYC,Active,14-03-2018,ESC1378213366320,200000,200000,200000,2400000,200000,38752898859
WLT575248685784,403993246436,Minimum KYC,Active,21-03-2022,ESC3905535536315,10000,10000,10000,120000,10000,410281022634
WLT878940555669,484422449398,Full KYC,Active,12-08-2021,ESC9597011438488,200000,200000,200000,2400000,200000,7522153088364
WLT181219671383,366145897880,Minimum KYC,Active,19-02-2019,ESC9883876067291,10000,10000,10000,120000,10000,84211904951209
WLT593506033392,494689487638,Minimum KYC,Active,23-06-2024,ESC4090832899399,10000,10000,10000,120000,10000,2801950003914310
WLT956234789507,304078981528,Minimum KYC,Active,29-10-2021,ESC8277498049165,10000,10000,10000,120000,10000,40419926121
WLT854218353535,737907051315,Minimum KYC,Active,17-02-2024,ESC9471133452921,10000,10000,10000,120000,10000,434612145302
WLT797603527851,142432952336,Full KYC,Active,22-10-2018,ESC4761965736661,200000,200000,200000,2400000,200000,18727616451
WLT182854222452,522556129518,Minimum KYC,Active,29-01-2025,ESC9224077753001,10000,10000,10000,120000,10000,2843759545614706
WLT727965435516,192175020584,Minimum KYC,Active,09-07-2022,ESC6799071241269,10000,10000,10000,120000,10000,1194807462797
WLT312672070550,467047622375,Minimum KYC,Active,11-11-2023,ESC4142527372317,10000,10000,10000,120000,10000,12201797958
WLT861852455413,783568812616,Full KYC,Active,13-09-2021,ESC4891128732563,200000,200000,200000,2400000,200000,2057279981391064
WLT502625727795,105173506625,Full KYC,Active,17-04-2019,ESC7838844578222,200000,200000,200000,2400000,200000,6121810929111200
WLT076304243905,732452825949,Full KYC,Active,23-05-2022,ESC6852466806833,200000,200000,200000,2400000,200000,50783341343665
WLT595712294552,924837694950,Full KYC,Active,11-04-2016,ESC9114181514446,200000,200000,200000,2400000,200000,665671150367
WLT761745687221,978051806444,Full KYC,Active,29-08-2020,ESC6950529499578,200000,200000,200000,2400000,200000,21577133411
WLT505141510849,808000264443,Minimum KYC,Active,18-02-2023,ESC9280988824749,10000,10000,10000,120000,10000,9108419009250
WLT662871319784,360555216307,Full KYC,Active,17-03-2024,ESC6217396578866,200000,200000,200000,2400000,200000,12307346435090
WLT212603094425,389683241307,Full KYC,Active,20-08-2021,ESC5657160377759,200000,200000,200000,2400000,200000,236417112327
WLT078296823772,990121013145,Full KYC,Active,23-12-2019,ESC6662232157279,200000,200000,200000,2400000,200000,421369081519
WLT289658306716,658445398989,Full KYC,Active,04-05-2022,ESC3874509617781,200000,200000,200000,2400000,200000,5610629445396
WLT950309088414,270414452522,Full KYC,Active,19-01-2022,ESC1278276570742,200000,200000,200000,2400000,200000,77455627110
WLT328679671900,560481960676,Minimum KYC,Active,04-06-2024,ESC4688681235655,10000,10000,10000,120000,10000,959152791178
WLT545115333414,986401075748,Minimum KYC,Active,06-02-2021,ESC7649024383138,10000,10000,10000,120000,10000,9289281856125
WLT204186517927,870345295679,Minimum KYC,Active,09-07-2020,ESC8525465417989,10000,10000,10000,120000,10000,36927262041
WLT821386274818,398581166116,Full KYC,Active,01-01-2018,ESC8910945900633,200000,200000,200000,2400000,200000,224959300200
WLT877327234039,589720570203,Full KYC,Active,11-06-2023,ESC8246193445821,200000,200000,200000,2400000,200000,9183281624079
WLT941646480368,861624911947,Full KYC,Active,22-11-2022,ESC2741565727731,200000,200000,200000,2400000,200000,629529979356
WLT990369116350,219510800127,Minimum KYC,Suspended,18-02-2022,ESC4635681893573,10000,10000,10000,120000,10000,10791769274
WLT836792846083,702192077772,Full KYC,Active,11-04-2021,ESC3813234276716,200000,200000,200000,2400000,200000,24734910816
WLT877705218444,151488409184,Minimum KYC,Active,11-12-2024,ESC5882982445381,10000,10000,10000,120000,10000,89543790933
WLT647283539139,453512066130,Minimum KYC,Active,26-08-2019,ESC1113706755539,10000,10000,10000,120000,10000,66346112319319
WLT397465315138,682185602529,Full KYC,Active,12-07-2024,ESC3173137638099,200000,200000,200000,2400000,200000,45776149922
WLT207221336528,637135840553,Full KYC,Active,10-11-2022,ESC5167178704311,200000,200000,200000,2400000,200000,27257885335658
WLT445207413163,133778780722,Full KYC,Active,27-01-2025,ESC8651101782508,200000,200000,200000,2400000,200000,190678229752
WLT982237258674,204244055071,Full KYC,Closed,19-02-2023,ESC4528027643230,200000,200000,200000,2400000,200000,539482766843
WLT249537377060,399704146908,Full KYC,Active,15-02-2024,ESC7799113610850,200000,200000,200000,2400000,200000,9276632279774
WLT126049824970,847981837919,Full KYC,Active,04-11-2023,ESC8588438573178,200000,200000,200000,2400000,200000,891232242926
WLT095902240018,699201253037,Minimum KYC,Active,02-09-2024,ESC2381313245656,10000,10000,10000,120000,10000,9229770641603
WLT348947896277,680481307586,Minimum KYC,Active,25-10-2023,ESC7507938003436,10000,10000,10000,120000,10000,1102130472157948
WLT623072155666,991862977524,Full KYC,Active,16-05-2019,ESC9830865421154,200000,200000,200000,2400000,200000,9268555723858
WLT091684004792,605017086072,Full KYC,Active,28-03-2018,ESC8310795995448,200000,200000,200000,2400000,200000,52893045312
WLT231278619465,245011309340,Full KYC,Active,09-08-2016,ESC4423558649471,200000,200000,200000,2400000,200000,456800827047
WLT973437769532,898705532401,Full KYC,Active,21-02-2024,ESC3103645966592,200000,200000,200000,2400000,200000,40141977488
WLT897413946496,164008673889,Full KYC,Closed,03-12-2021,ESC8033642785499,200000,200000,200000,2400000,200000,99129019224
WLT858489998957,378593559969,Full KYC,Active,07-08-2022,ESC2589379013505,200000,200000,200000,2400000,200000,49979901536
WLT837328295159,339025817186,Full KYC,Suspended,06-08-2024,ESC5924017595013,200000,200000,200000,2400000,200000,35367531463991
WLT544442349860,380069458810,Minimum KYC,Active,09-07-2024,ESC7504214430360,10000,10000,10000,120000,10000,4872035948578
WLT281665962780,691014009024,Full KYC,Active,22-10-2024,ESC5105871014388,200000,200000,200000,2400000,200000,869642148116
WLT106619724052,962253449747,Minimum KYC,Active,10-02-2024,ESC7631517024730,10000,10000,10000,120000,10000,9188888688749
WLT068766793036,705023778042,Full KYC,Active,17-11-2024,ESC4965462763227,200000,200000,200000,2400000,200000,63744045438
WLT414303778376,536169539859,Full KYC,Closed,09-04-2024,ESC5583609899951,200000,200000,200000,2400000,200000,51619352155
WLT215454079518,683094502901,Minimum KYC,Active,01-02-2021,ESC2636316904067,10000,10000,10000,120000,10000,869930044930
WLT468210017457,266948330751,Full KYC,Active,08-06-2021,ESC1572173087476,200000,200000,200000,2400000,200000,307799282672
WLT915962515411,122558756512,Minimum KYC,Suspended,27-11-2023,ESC5121620973240,10000,10000,10000,120000,10000,717701931175
WLT463001029907,430438377737,Full KYC,Closed,21-04-2020,ESC1540477637958,200000,200000,200000,2400000,200000,7482640205313
WLT647957347232,820389322842,Full KYC,Active,28-06-2017,ESC2385060253935,200000,200000,200000,2400000,200000,98683501059119
WLT704078688865,282720124616,Full KYC,Active,15-02-2016,ESC7777444606828,200000,200000,200000,2400000,200000,62738819664
WLT149961908445,519386458199,Full KYC,Active,17-12-2015,ESC4113651160963,200000,200000,200000,2400000,200000,9185622229115
WLT988586014814,220467793875,Minimum KYC,Active,04-10-2019,ESC6967500974831,10000,10000,10000,120000,10000,1913027692841336
WLT602930204637,696525278420,Minimum KYC,Active,19-03-2020,ESC7643994260290,10000,10000,10000,120000,10000,74082634707
WLT663175167363,642680978084,Full KYC,Active,04-06-2022,ESC6524464487465,200000,200000,200000,2400000,200000,6953548035295
WLT551270554980,519362078019,Full KYC,Active,27-11-2020,ESC7495836033428,200000,200000,200000,2400000,200000,1917973846128829
WLT175251943109,393181022724,Minimum KYC,Active,17-07-2021,ESC7730568152426,10000,10000,10000,120000,10000,646114393324
WLT353601073821,157848283938,Minimum KYC,Active,25-09-2022,ESC4173600223745,10000,10000,10000,120000,10000,5302666692803
WLT086241199594,165089739489,Minimum KYC,Active,22-03-2019,ESC1101547039423,10000,10000,10000,120000,10000,77765175503843
WLT014036937661,161125583059,Full KYC,Active,18-02-2024,ESC1819923165120,200000,200000,200000,2400000,200000,9136597106568
WLT035042759911,335552621127,Full KYC,Active,17-09-2020,ESC2311904813435,200000,200000,200000,2400000,200000,74455234711478
WLT583028820419,931207730414,Full KYC,Suspended,01-04-2019,ESC6355827862848,200000,200000,200000,2400000,200000,76066355238
WLT371348013009,327892406120,Full KYC,Active,18-10-2024,ESC1347181126036,200000,200000,200000,2400000,200000,537026551496
WLT316438331139,540273707754,Full KYC,Active,06-02-2019,ESC2761961094643,200000,200000,200000,2400000,200000,22972131216
WLT735148158310,234117729812,Minimum KYC,Active,01-03-2018,ESC7499468233246,10000,10000,10000,120000,10000,6243410920935
WLT128041798880,549571171860,Minimum KYC,Active,22-06-2022,ESC7182515380134,10000,10000,10000,120000,10000,9166451698523
WLT724449702114,567559707461,Minimum KYC,Suspended,24-05-2020,ESC1315033286491,10000,10000,10000,120000,10000,926831094065
WLT075242429036,485100680916,Minimum KYC,Active,27-10-2017,ESC5553883820556,10000,10000,10000,120000,10000,20036472520458
WLT412190503695,338110168591,Minimum KYC,Active,21-08-2024,ESC5260911469115,10000,10000,10000,120000,10000,42105184741
WLT569137602597,816321047419,Minimum KYC,Active,12-06-2022,ESC4102652854223,10000,10000,10000,120000,10000,465736657402
WLT326859147053,474666929442,Minimum KYC,Active,03-01-2020,ESC2863783426759,10000,10000,10000,120000,10000,61280187405
WLT262446877641,313727907093,Full KYC,Active,13-08-2020,ESC2223998885128,200000,200000,200000,2400000,200000,59789773866
WLT680931257918,662945046173,Full KYC,Active,01-02-2019,ESC9847387829727,200000,200000,200000,2400000,200000,6176275879759520
WLT437397897674,968041745007,Full KYC,Active,16-12-2024,ESC5703441041890,200000,200000,200000,2400000,200000,517116422821
WLT291519558172,381276438730,Full KYC,Active,17-09-2024,ESC8660544221075,200000,200000,200000,2400000,200000,4964919819812715
WLT864378824204,922204308971,Full KYC,Suspended,11-01-2018,ESC1811102236038,200000,200000,200000,2400000,200000,451331472696
WLT417904366322,822619399484,Full KYC,Active,07-10-2018,ESC1345093059001,200000,200000,200000,2400000,200000,9211363048691
WLT655597642500,345807479179,Full KYC,Active,14-04-2022,ESC4239542787898,200000,200000,200000,2400000,200000,21136218970
WLT599478404302,304840286300,Full KYC,Active,27-11-2023,ESC1090506586883,200000,200000,200000,2400000,200000,98358163174
WLT945561361132,323637723946,Minimum KYC,Active,22-09-2024,ESC4519634001001,10000,10000,10000,120000,10000,283212947645
WLT216340036193,448431348465,Full KYC,Active,15-05-2024,ESC1389523341700,200000,200000,200000,2400000,200000,703319274656
WLT150447668373,211844978263,Minimum KYC,Active,11-05-2024,ESC1669816466232,10000,10000,10000,120000,10000,9067313985514
WLT082958115147,280047382886,Full KYC,Active,05-06-2024,ESC5461767694970,200000,200000,200000,2400000,200000,59858459277417
WLT631893233201,231169687778,Minimum KYC,Active,27-09-2023,ESC7268605633466,10000,10000,10000,120000,10000,75196167769
WLT871345371690,735495654328,Full KYC,Active,08-12-2020,ESC4967591317645,200000,200000,200000,2400000,200000,4900422251575
WLT158199288825,537918820874,Full KYC,Active,19-08-2024,ESC2808674135400,200000,200000,200000,2400000,200000,32482565066
WLT271506175328,718764977704,Full KYC,Active,11-11-2023,ESC2361356560388,200000,200000,200000,2400000,200000,63459042182
WLT800482666105,211857440734,Minimum KYC,Active,15-09-2022,ESC3185989924442,10000,10000,10000,120000,10000,98433125720272
WLT067675673172,138194602097,Minimum KYC,Active,21-08-2024,ESC3521038395146,10000,10000,10000,120000,10000,1131880053707458
WLT307756100831,537701384435,Full KYC,Active,13-04-2020,ESC3116439280093,200000,200000,200000,2400000,200000,3947518663761
WLT795219202381,516911615878,Full KYC,Active,25-10-2024,ESC2090328154501,200000,200000,200000,2400000,200000,17931756263
WLT507208829702,828148903833,Full KYC,Active,10-05-2023,ESC8221690858274,200000,200000,200000,2400000,200000,26021770470
WLT399507601874,882985460655,Full KYC,Active,08-04-2021,ESC6553801540621,200000,200000,200000,2400000,200000,239999619897
WLT820361241213,534903057255,Minimum KYC,Active,15-04-2023,ESC3368665106749,10000,10000,10000,120000,10000,128829944009
WLT489502423878,229133227269,Minimum KYC,Active,02-06-2016,ESC8100763685789,10000,10000,10000,120000,10000,4179041243197
WLT412872660093,880236046047,Minimum KYC,Closed,18-10-2020,ESC7979916914896,10000,10000,10000,120000,10000,41484215954789
WLT811238870903,641356694009,Minimum KYC,Active,10-06-2019,ESC6968578380613,10000,10000,10000,120000,10000,2488494100149
WLT989029274284,832090859506,Minimum KYC,Suspended,14-07-2023,ESC7629460385396,10000,10000,10000,120000,10000,42056503336
WLT096427610090,628175179749,Minimum KYC,Active,18-11-2023,ESC3877364298891,10000,10000,10000,120000,10000,58281788246847
WLT976839809887,612453479369,Full KYC,Active,14-11-2022,ESC1039177861454,200000,200000,200000,2400000,200000,7821462199924469
WLT579921419044,127829040931,Full KYC,Active,24-12-2024,ESC7669369063792,200000,200000,200000,2400000,200000,92635903358172
WLT967752167643,808054023265,Minimum KYC,Active,02-11-2023,ESC3176080792203,10000,10000,10000,120000,10000,85835321224786
WLT779293125248,806246441484,Minimum KYC,Active,03-09-2024,ESC9070421923704,10000,10000,10000,120000,10000,21220419057422
WLT947743022541,785024901777,Full KYC,Active,16-01-2025,ESC2477562583836,200000,200000,200000,2400000,200000,50477757831
WLT001043698016,194166467329,Minimum KYC,Active,05-02-2020,ESC5855249233328,10000,10000,10000,120000,10000,268732432025
WLT698971970171,817149734783,Full KYC,Active,11-10-2024,ESC8250443957503,200000,200000,200000,2400000,200000,406366747011
WLT247675545207,860160471303,Full KYC,Closed,06-12-2021,ESC4521370919828,200000,200000,200000,2400000,200000,3633391799923
WLT471657128217,207157358355,Full KYC,Active,13-06-2019,ESC6718225710120,200000,200000,200000,2400000,200000,28798486623
WLT490702146447,684412256870,Minimum KYC,Active,13-06-2022,ESC1455279846627,10000,10000,10000,120000,10000,25889128304008
WLT259199742862,568215749677,Full KYC,Active,08-08-2024,ESC5505751266751,200000,200000,200000,2400000,200000,83545060986543
WLT678803585382,939514789594,Minimum KYC,Active,13-07-2023,ESC9392632064249,10000,10000,10000,120000,10000,84971472251
WLT358898920119,984895263648,Full KYC,Closed,21-04-2019,ESC9024784313118,200000,200000,200000,2400000,200000,84427985279407
WLT923544421308,461712854823,Full KYC,Active,25-06-2022,ESC3590356508772,200000,200000,200000,2400000,200000,54735428271304
WLT863211921365,970098008916,Full KYC,Closed,06-11-2022,ESC4961095343434,200000,200000,200000,2400000,200000,183585261999
WLT358148994171,182806769729,Full KYC,Active,31-07-2023,ESC1324010222263,200000,200000,200000,2400000,200000,54248262491186
WLT872264231300,395893089497,Minimum KYC,Active,30-12-2020,ESC6111173391212,10000,10000,10000,120000,10000,13042799093
WLT042757023876,391612756355,Full KYC,Active,07-01-2019,ESC4913957993636,200000,200000,200000,2400000,200000,3152504017042
WLT059263532890,862443524129,Minimum KYC,Active,24-12-2023,ESC4387401195702,10000,10000,10000,120000,10000,9549632269148217
WLT756390725217,764398838998,Full KYC,Active,01-06-2015,ESC4873841735464,200000,200000,200000,2400000,200000,27517948052613
WLT781533119218,504003846456,Full KYC,Active,15-04-2022,ESC2694292217614,200000,200000,200000,2400000,200000,9247995393183
WLT720568286132,540600916488,Full KYC,Active,11-02-2022,ESC3364212257027,200000,200000,200000,2400000,200000,842248437591
WLT631041015005,196313262051,Full KYC,Active,17-10-2022,ESC4969816222214,200000,200000,200000,2400000,200000,14518267584626
WLT163224729607,517384972532,Full KYC,Active,05-02-2017,ESC8123705751947,200000,200000,200000,2400000,200000,2641960022236094
WLT561322065242,797486216236,Minimum KYC,Active,20-09-2023,ESC4973773881863,10000,10000,10000,120000,10000,3583937497146
WLT871227343172,241865768263,Minimum KYC,Active,16-10-2023,ESC1019459226628,10000,10000,10000,120000,10000,1955544075552
WLT159464515555,343568404501,Minimum KYC,Active,13-05-2022,ESC9927605953095,10000,10000,10000,120000,10000,86609194132
WLT307949380106,238604083638,Minimum KYC,Active,19-01-2016,ESC2716848981682,10000,10000,10000,120000,10000,83218627837832
WLT468657230079,416716036958,Full KYC,Active,02-08-2023,ESC4895626106994,200000,200000,200000,2400000,200000,424770870255
WLT983072103295,538104021790,Full KYC,Active,10-02-2023,ESC8601469187785,200000,200000,200000,2400000,200000,969283800445
WLT846654503419,359879056259,Minimum KYC,Active,27-04-2024,ESC6517614148920,10000,10000,10000,120000,10000,34219755488
WLT151971031461,460225411017,Full KYC,Active,01-01-2020,ESC9079381596798,200000,200000,200000,2400000,200000,947927075019
WLT573154777499,139479548475,Full KYC,Active,14-11-2024,ESC9211285761708,200000,200000,200000,2400000,200000,368016699772
WLT439809121606,269960157239,Minimum KYC,Suspended,02-09-2021,ESC1657189521823,10000,10000,10000,120000,10000,6205876169902
WLT102631508323,328597417667,Full KYC,Active,13-01-2024,ESC5181172099054,200000,200000,200000,2400000,200000,11538389428
WLT301306920348,945308404656,Minimum KYC,Closed,02-06-2024,ESC2945372128807,10000,10000,10000,120000,10000,5086218016221
WLT966695811390,581761408216,Minimum KYC,Active,25-03-2018,ESC5826501587901,10000,10000,10000,120000,10000,207566023700
WLT882174197408,251836664584,Full KYC,Active,25-10-2024,ESC8174588505519,200000,200000,200000,2400000,200000,55787296592
WLT537594091458,909827569411,Minimum KYC,Active,17-04-2022,ESC8372997309159,10000,10000,10000,120000,10000,73946514805
WLT600190581130,391777061449,Full KYC,Active,29-08-2021,ESC5648297684033,200000,200000,200000,2400000,200000,4277433298724
WLT995067339324,553836545714,Full KYC,Active,25-12-2023,ESC4727210954923,200000,200000,200000,2400000,200000,952421946656
WLT009504646293,255832156573,Full KYC,Suspended,10-07-2024,ESC5796751912366,200000,200000,200000,2400000,200000,71211488681
WLT457912492710,332069319358,Minimum KYC,Active,27-04-2017,ESC5095955542129,10000,10000,10000,120000,10000,56774047259874
WLT879539613435,684443075891,Full KYC,Active,15-01-2025,ESC3833202614983,200000,200000,200000,2400000,200000,60349393062065
WLT647576981746,627553801554,Full KYC,Active,15-01-2022,ESC5898915031053,200000,200000,200000,2400000,200000,7289513844882
WLT897497217055,605272020849,Minimum KYC,Active,09-02-2024,ESC7830774320434,10000,10000,10000,120000,10000,326642617638
WLT448216705161,990658736334,Full KYC,Active,01-04-2019,ESC4243717531987,200000,200000,200000,2400000,200000,159284471813
WLT805950076482,580618801593,Minimum KYC,Active,29-10-2020,ESC2886243879551,10000,10000,10000,120000,10000,5753181210544
WLT837341711218,505798378923,Minimum KYC,Active,21-11-2024,ESC8515531567621,10000,10000,10000,120000,10000,6408380788810
WLT691061986581,203670483244,Full KYC,Active,25-10-2024,ESC5937370964009,200000,200000,200000,2400000,200000,41554745830599
WLT975162254364,820584399444,Minimum KYC,Active,01-01-2023,ESC9085170178053,10000,10000,10000,120000,10000,794975848544
WLT958125170335,286446892405,Minimum KYC,Active,06-12-2023,ESC5935426186996,10000,10000,10000,120000,10000,22076519761534
WLT370901232279,438773554630,Minimum KYC,Closed,02-09-2020,ESC3072236626196,10000,10000,10000,120000,10000,32351885449
WLT051185864525,220998868565,Full KYC,Active,28-03-2024,ESC3785039582934,200000,200000,200000,2400000,200000,74704989654
WLT760090897891,427106911533,Full KYC,Active,15-02-2019,ESC2029099655226,200000,200000,200000,2400000,200000,667447457337
WLT446087574990,539909900673,Full KYC,Active,21-10-2023,ESC9045303297886,200000,200000,200000,2400000,200000,87636569793622
WLT559443265193,959838044855,Full KYC,Active,01-05-2022,ESC3602218966321,200000,200000,200000,2400000,200000,58445893464
WLT803256074399,961959541483,Full KYC,Active,06-11-2022,ESC1746965999370,200000,200000,200000,2400000,200000,6561168657087
WLT410250011404,286939330311,Full KYC,Active,22-12-2021,ESC6024253162754,200000,200000,200000,2400000,200000,7792724862426
WLT241273502797,311858919641,Minimum KYC,Active,26-12-2023,ESC8890272087728,10000,10000,10000,120000,10000,9180450792340
WLT145332670479,988189244194,Minimum KYC,Active,17-10-2024,ESC5236723010614,10000,10000,10000,120000,10000,72932329760071
WLT002106681620,652638837989,Minimum KYC,Active,05-02-2023,ESC9134229253990,10000,10000,10000,120000,10000,8104046611560
WLT527961184770,197920523394,Minimum KYC,Active,07-01-2019,ESC2813688271467,10000,10000,10000,120000,10000,40686794430087
WLT119494614798,306894921590,Minimum KYC,Active,26-07-2017,ESC5561634681977,10000,10000,10000,120000,10000,323868878327
WLT238268552902,459917638285,Full KYC,Active,03-05-2021,ESC4544823160242,200000,200000,200000,2400000,200000,802871573799
WLT184823425294,634378734167,Minimum KYC,Active,26-03-2018,ESC3862892826003,10000,10000,10000,120000,10000,940786678844
WLT776285243520,529779477507,Full KYC,Active,25-05-2022,ESC1262411204485,200000,200000,200000,2400000,200000,55570420299
WLT126054707447,179545116861,Minimum KYC,Active,29-12-2024,ESC1008992823248,10000,10000,10000,120000,10000,38412333733404
WLT258250194297,134765829474,Minimum KYC,Active,21-01-2023,ESC1786310633675,10000,10000,10000,120000,10000,395086786885
WLT720587443970,192871147868,Minimum KYC,Active,22-03-2024,ESC6748677288090,10000,10000,10000,120000,10000,526038783921
WLT400592217294,974064808897,Full KYC,Active,20-03-2024,ESC2408596011328,200000,200000,200000,2400000,200000,36294118862
WLT879771620112,663172415630,Minimum KYC,Active,17-11-2024,ESC1562147784132,10000,10000,10000,120000,10000,12778842038
WLT243987270612,501476044199,Full KYC,Active,05-01-2020,ESC8140529967275,200000,200000,200000,2400000,200000,9119568404086
WLT816317292724,671385793005,Full KYC,Active,15-08-2024,ESC5102162509850,200000,200000,200000,2400000,200000,9287105871361
WLT927594241017,438507558592,Full KYC,Active,23-11-2023,ESC9353231943720,200000,200000,200000,2400000,200000,67125672253609
WLT195315339980,282962415305,Minimum KYC,Active,14-06-2023,ESC2484541592893,10000,10000,10000,120000,10000,97043965543040
WLT824000538327,135366446097,Full KYC,Active,20-11-2024,ESC2996138771698,200000,200000,200000,2400000,200000,943095310185
WLT832861801922,280614211864,Full KYC,Active,12-12-2019,ESC9961938070488,200000,200000,200000,2400000,200000,49727350016232
WLT027888122404,832565995353,Full KYC,Active,08-06-2023,ESC3230223298459,200000,200000,200000,2400000,200000,717710063881
WLT158042611735,409611181614,Full KYC,Active,03-11-2022,ESC8877647766007,200000,200000,200000,2400000,200000,501853175097
WLT874874390087,120715599891,Minimum KYC,Active,17-03-2024,ESC7507440930919,10000,10000,10000,120000,10000,1539916671632423
WLT618582646490,489797370291,Minimum KYC,Active,13-09-2023,ESC4726919984276,10000,10000,10000,120000,10000,81957423866346
WLT983035640618,398297323586,Full KYC,Active,29-02-2024,ESC6422827739497,200000,200000,200000,2400000,200000,968563850614
WLT771481166228,983731765246,Full KYC,Suspended,13-11-2016,ESC7345110927454,200000,200000,200000,2400000,200000,57612647867
WLT209550155674,293360062965,Minimum KYC,Active,02-09-2022,ESC6240241493396,10000,10000,10000,120000,10000,67956913255
WLT347599143254,983095989774,Full KYC,Active,15-11-2024,ESC8948118234839,200000,200000,200000,2400000,200000,279990355797
WLT860488284221,546067228503,Full KYC,Active,01-07-2024,ESC7374517691464,200000,200000,200000,2400000,200000,67042235906794
WLT537397477127,648975924643,Full KYC,Active,19-04-2018,ESC1920237007835,200000,200000,200000,2400000,200000,25559563575324
WLT137175870884,885140166842,Full KYC,Active,23-12-2024,ESC1409761892981,200000,200000,200000,2400000,200000,81910424239
WLT127218917181,526963136825,Minimum KYC,Active,05-03-2024,ESC8156417643543,10000,10000,10000,120000,10000,6348003908659
WLT834459277094,866860912052,Full KYC,Active,09-06-2023,ESC1931605241365,200000,200000,200000,2400000,200000,611669709323
WLT715066111936,502603357881,Minimum KYC,Active,21-01-2016,ESC3826428487880,10000,10000,10000,120000,10000,567995143426
WLT026808143305,878149209621,Full KYC,Active,24-11-2020,ESC1019033612772,200000,200000,200000,2400000,200000,61729896889963
WLT310683121663,773104988191,Full KYC,Active,20-03-2024,ESC2679656831343,200000,200000,200000,2400000,200000,797976806827
WLT799167901703,843808301032,Minimum KYC,Active,22-07-2024,ESC5958233706138,10000,10000,10000,120000,10000,7534823405711931
WLT677324806146,376892517964,Minimum KYC,Active,30-06-2024,ESC5685844601501,10000,10000,10000,120000,10000,85452153862
WLT653945314894,673055546576,Minimum KYC,Active,16-02-2023,ESC9001382700399,10000,10000,10000,120000,10000,575920248045
WLT053185565294,117622730155,Minimum KYC,Active,05-05-2021,ESC8761899438644,10000,10000,10000,120000,10000,74859736943017
WLT796021874966,629385231265,Minimum KYC,Active,02-08-2018,ESC9949947489416,10000,10000,10000,120000,10000,688910274228
WLT726898800091,497835133599,Minimum KYC,Active,04-01-2021,ESC4975398676223,10000,10000,10000,120000,10000,71610370559451
WLT075479419104,118422705292,Minimum KYC,Active,01-01-2024,ESC8186378978568,10000,10000,10000,120000,10000,13663071370073
WLT026420950194,504752214411,Minimum KYC,Active,12-02-2018,ESC5543910458967,10000,10000,10000,120000,10000,721725638966
WLT677084204222,870430022251,Full KYC,Active,27-07-2022,ESC7006403861402,200000,200000,200000,2400000,200000,3468030107654760
WLT815482682783,128904137467,Full KYC,Active,08-11-2022,ESC5042694364064,200000,200000,200000,2400000,200000,34227665050
WLT376205286546,641445673281,Full KYC,Active,15-04-2022,ESC1800652413917,200000,200000,200000,2400000,200000,35228617821197
WLT576541534281,776335666727,Full KYC,Active,21-12-2018,ESC5230353314413,200000,200000,200000,2400000,200000,34553420496540
WLT198585143523,156673114300,Full KYC,Active,10-02-2020,ESC1682509551707,200000,200000,200000,2400000,200000,184963358714
WLT555546568020,101698333179,Full KYC,Active,06-06-2021,ESC4948909611760,200000,200000,200000,2400000,200000,97941868273641
WLT646036505722,197117889864,Minimum KYC,Active,29-05-2019,ESC5183330134668,10000,10000,10000,120000,10000,4876345077095
WLT193990561089,375058857639,Full KYC,Active,03-02-2021,ESC2815166738011,200000,200000,200000,2400000,200000,9180265718540
WLT331975168367,354122244210,Full KYC,Active,22-08-2024,ESC5722215398717,200000,200000,200000,2400000,200000,957130840940
WLT458272146652,986126979468,Minimum KYC,Active,02-04-2020,ESC5122455164338,10000,10000,10000,120000,10000,491311725347
WLT299930114987,724231083802,Minimum KYC,Active,29-03-2020,ESC8071178318339,10000,10000,10000,120000,10000,761417175628
WLT423920679164,912131063682,Full KYC,Suspended,24-12-2021,ESC5611639018336,200000,200000,200000,2400000,200000,14328125912
WLT483947584472,372008039461,Full KYC,Active,09-04-2024,ESC3732812124163,200000,200000,200000,2400000,200000,845034826727
